id,price_doc
30810,3.35865212504e+21
30811,8.0640103011e+20
30812,8.17835279699e+20
30813,5.2413875319e+21
30814,1.03297500165e+20
30815,9.09532816352e+21
30816,6.41034860744e+21
30817,3.00134363275e+20
30818,6.79481143814e+21
30819,1.43445711456e+21
30820,5.38385747026e+21
30821,8.32254068808e+21
30822,8.93561098315e+21
30823,6.30664006398e+21
30824,8.07965613706e+20
30825,3.23150731216e+21
30826,4.38265247117e+21
30827,3.23149707613e+21
30828,5.84931264751e+21
30829,3.261539126e+21
30830,1.15484120495e+21
30831,2.21336237993e+21
30832,3.54730598456e+21
30833,2.9017684357e+21
30834,8.07555643691e+20
30835,2.81742713743e+21
30836,8.06390783918e+20
30837,1.14526829082e+21
30838,2.10096869835e+21
30839,8.7620802983e+21
30840,5.84119804847e+20
30841,5.24588799976e+22
30842,8.4629073707e+21
30843,7.41415367638e+21
30844,2.28703467621e+22
30845,4.87232754478e+21
30846,5.13419342342e+21
30847,4.09186117401e+21
30848,6.5390294955e+20
30849,3.38801253129e+20
30850,8.07565879724e+20
30851,6.46361212361e+20
30852,9.09533491371e+21
30853,8.06806792778e+20
30854,2.81734259135e+21
30855,2.10968581196e+21
30856,7.75646657926e+21
30857,1.01801352024e+20
30858,5.13420365945e+21
30859,8.07565879724e+20
30860,3.8904908296e+21
30861,1.5821496405e+22
30862,9.82576256585e+21
30863,2.28703467519e+22
30864,1.07834694138e+21
30865,4.95698375328e+21
30866,3.23150731216e+21
30867,5.92997884947e+21
30868,7.12575692126e+21
30869,4.8991131553e+21
30870,3.13277892391e+21
30871,8.50047045573e+21
30872,6.46361120147e+20
30873,6.46437569814e+20
30874,5.13428161585e+21
30875,5.22424292612e+21
30876,6.5725286963e+20
30877,1.41091681319e+22
30878,6.69137514094e+20
30879,6.82028282697e+21
30880,5.13420365945e+21
30881,3.00144599307e+20
30882,6.4115784777e+21
30883,4.75770008753e+21
30884,6.69137514094e+20
30885,5.1342625437e+21
30886,8.07555633531e+20
30887,4.09415786954e+21
30888,2.28703569931e+22
30889,4.66442941285e+21
30890,8.4839266258e+20
30891,2.0109480698e+20
30892,2.0109480698e+20
30893,5.13420365945e+21
30894,6.31054941132e+22
30895,6.69137509014e+20
30896,7.0612516253e+21
30897,4.3648275646e+21
30898,1.15484119987e+21
30899,4.95700484873e+21
30900,6.46350873954e+20
30901,5.34308941961e+21
30902,3.00144599307e+20
30903,7.24350455312e+21
30904,6.41891299103e+21
30905,6.69137514094e+20
30906,5.1385443248e+21
30907,6.97425941035e+21
30908,3.40052268548e+20
30909,2.10968581196e+21
30910,9.09517569579e+21
30911,3.77717335795e+21
30912,1.15499470872e+21
30913,1.36193389849e+22
30914,6.16013407408e+21
30915,1.76457925261e+22
30916,6.46361212361e+20
30917,1.06859399168e+22
30918,1.28198601108e+21
30919,3.00144599307e+20
30920,3.70258126044e+21
30921,3.23149707613e+21
30922,4.8114509079e+21
30923,6.4636202065e+20
30924,3.23150731216e+21
30925,1.38524701048e+22
30926,7.06125161006e+21
30927,3.10645915565e+21
30928,3.1284238889e+21
30929,3.23150731216e+21
30930,3.47066337357e+21
30931,7.56291615443e+21
30932,5.47721646241e+21
30933,3.5403520352e+21
30934,3.47189098185e+22
30935,1.15484119987e+21
30936,5.16440440086e+21
30937,6.5390294955e+20
30938,1.65588135768e+21
30939,8.0681763869e+20
30940,5.19511438622e+21
30941,3.56085694893e+21
30942,6.46361120147e+20
30943,1.00385551854e+20
30944,7.87145283707e+20
30945,6.69061087789e+20
30946,7.02661119231e+21
30947,2.21336237993e+21
30948,3.54594812874e+21
30949,6.57248650744e+20
30950,3.72966834833e+21
30951,7.455122921e+21
30952,5.13420365945e+21
30953,5.26982706968e+22
30954,7.87135047674e+20
30955,1.09628568037e+22
30956,5.60407060845e+21
30957,1.80051715338e+21
30958,6.14019035839e+21
30959,4.77351274456e+21
30960,6.03408745514e+21
30961,1.01308550906e+22
30962,5.50375909616e+22
30963,6.46361120147e+20
30964,5.62970003063e+22
30965,6.46221204347e+20
30966,1.51381402371e+22
30967,9.99263413958e+21
30968,1.65552475553e+21
30969,6.46437564734e+20
30970,2.28703569981e+22
30971,6.63228162085e+21
30972,6.46437564734e+20
30973,1.65549109545e+21
30974,6.5390294955e+20
30975,6.40474831122e+21
30976,1.65587111657e+21
30977,2.21335213374e+21
30978,6.4101415815e+21
30979,6.4636202065e+20
30980,2.0109399177e+20
30981,8.07975854818e+20
30982,6.57242633597e+20
30983,6.46437569814e+20
30984,6.69137514094e+20
30985,8.07564784513e+20
30986,5.19511437606e+21
30987,3.92851829123e+21
30988,3.79142236572e+21
30989,2.89077077699e+21
30990,5.87275380541e+21
30991,1.84840857823e+21
30992,3.00144599307e+20
30993,4.86902537358e+21
30994,6.56723499673e+21
30995,5.8747642662e+21
30996,6.69137514094e+20
30997,8.07565879724e+20
30998,1.69663324535e+22
30999,1.65771178978e+21
31000,6.32416432146e+21
31001,5.13420365945e+21
31002,1.59446039749e+22
31003,6.12082462358e+21
31004,6.45815204396e+20
31005,2.01109584255e+20
31006,7.70979348727e+21
31007,3.0321301787e+21
31008,3.23149707613e+21
31009,6.53053206917e+21
31010,2.54216907547e+21
31011,6.69137514094e+20
31012,6.69137514094e+20
31013,6.46351774457e+20
31014,1.8522786559e+22
31015,1.55760735623e+22
31016,6.69137514094e+20
31017,5.19511437606e+21
31018,3.06300579225e+21
31019,8.06805689376e+20
31020,2.2133521439e+21
31021,5.19511437606e+21
31022,1.28796932385e+22
31023,5.19511437606e+21
31024,3.88322139595e+21
31025,1.65587111657e+21
31026,7.93294685391e+21
31027,8.07564784513e+20
31028,5.19817102346e+20
31029,4.3634180938e+21
31030,4.95698551567e+21
31031,2.2133521439e+21
31032,2.39796425783e+21
31033,2.28703569981e+22
31034,4.12891134563e+21
31035,4.95698551567e+21
31036,1.3033439501e+22
31037,7.1585711462e+21
31038,8.06805709311e+20
31039,1.46615873037e+22
31040,2.28703569931e+22
31041,8.06805704231e+20
31042,2.28703467621e+22
31043,4.77595176562e+21
31044,1.67776842293e+22
31045,6.30664006398e+21
31046,3.98206772914e+21
31047,3.66350772352e+21
31048,2.89076679714e+21
31049,6.54578761101e+21
31050,8.0640103011e+20
31051,6.5390294955e+20
31052,6.46437569814e+20
31053,2.10968581196e+21
31054,5.13420365945e+21
31055,9.09541697501e+21
31056,5.19511437606e+21
31057,3.23149707613e+21
31058,4.63524154701e+21
31059,1.02527120402e+20
31060,6.5390294955e+20
31061,5.13419342342e+21
31062,4.72516158338e+21
31063,6.46361120147e+20
31064,6.5390294955e+20
31065,8.97578497812e+21
31066,5.13420365945e+21
31067,1.82678326339e+21
31068,8.07564784513e+20
31069,8.06815945344e+20
31070,6.46363526742e+20
31071,6.4636202065e+20
31072,6.15935595606e+21
31073,3.00144599307e+20
31074,6.3066400589e+21
31075,8.0681763869e+20
31076,5.33082600862e+22
31077,6.69137514094e+20
31078,8.06379031775e+20
31079,6.46360836752e+20
31080,5.19511437606e+21
31081,3.00134363275e+20
31082,8.85750613178e+20
31083,7.87135047674e+20
31084,5.19511437606e+21
31085,2.10968581196e+21
31086,7.87135037514e+20
31087,5.77813183952e+21
31088,1.27475129907e+22
31089,5.89694029556e+21
31090,1.88170788748e+22
31091,2.28703569981e+22
31092,6.5390294955e+20
31093,8.07564784513e+20
31094,1.94019275021e+21
31095,3.89200259108e+21
31096,6.64442262329e+21
31097,2.07842090715e+21
31098,1.28808108333e+22
31099,9.81952440315e+21
31100,3.69680011798e+21
31101,9.09530449121e+21
31102,6.40815605185e+21
31103,1.44111773163e+21
31104,6.64328626387e+21
31105,2.84210706892e+21
31106,8.06815935569e+20
31107,2.00328633867e+22
31108,9.61378887426e+21
31109,6.46361185664e+20
31110,5.19511437606e+21
31111,3.54080244782e+21
31112,3.18584183479e+21
31113,1.65588135768e+21
31114,4.80724241734e+21
31115,6.46361120147e+20
31116,5.9888583887e+21
31117,7.44489066404e+21
31118,6.46437569814e+20
31119,6.46215243529e+20
31120,4.85997779228e+21
31121,2.2870346757e+22
31122,9.09528305922e+21
31123,6.46437569814e+20
31124,1.75110836368e+21
31125,1.24397840945e+22
31126,1.76823346072e+22
31127,5.13420365945e+21
31128,6.64330529672e+21
31129,6.46437564734e+20
31130,3.25986222723e+21
31131,1.79207341855e+21
31132,6.6733605899e+21
31133,7.91453672226e+21
31134,8.20520655552e+21
31135,7.51022599257e+21
31136,6.73147337921e+21
31137,4.63523131097e+21
31138,7.17332469828e+21
31139,6.46361120147e+20
31140,4.3420004693e+21
31141,1.0762855339e+22
31142,5.19511437606e+21
31143,4.92453897779e+20
31144,6.46440111104e+20
31145,3.54647340193e+21
31146,6.18332191085e+21
31147,2.71082651726e+21
31148,8.07565879724e+20
31149,3.00144599307e+20
31150,6.5390294955e+20
31151,6.98871067944e+21
31152,5.13419341834e+21
31153,6.46342964901e+20
31154,1.43788643492e+22
31155,4.7691038196e+21
31156,6.14835727715e+21
31157,3.23150731216e+21
31158,4.63285819602e+21
31159,5.13420365945e+21
31160,4.86875266444e+22
31161,6.46427328702e+20
31162,8.06836300448e+20
31163,3.26152251339e+21
31164,8.0681763869e+20
31165,2.28703569981e+22
31166,6.69127272981e+20
31167,6.22910271541e+21
31168,3.92851833186e+21
31169,1.73446236977e+22
31170,6.32427778399e+21
31171,1.72007698229e+22
31172,6.46368136657e+20
31173,9.28042540548e+21
31174,6.45224730661e+21
31175,6.39523504084e+21
31176,6.46361120147e+20
31177,6.5390294955e+20
31178,8.06805704231e+20
31179,5.45978929308e+22
31180,8.0755454848e+20
31181,2.63650023215e+21
31182,5.60406037241e+21
31183,6.57248650744e+20
31184,3.92822391538e+21
31185,6.45815204396e+20
31186,3.2305901284e+21
31187,1.65587111657e+21
31188,6.46437569814e+20
31189,6.46290058969e+20
31190,2.93849024241e+21
31191,6.95214819349e+21
31192,1.03297500165e+20
31193,1.10470238909e+21
31194,5.0949290275e+20
31195,9.46729668579e+21
31196,2.89076703318e+21
31197,4.7982565616e+21
31198,4.32137145793e+21
31199,5.19511437606e+21
31200,1.43446734551e+21
31201,4.63524154701e+21
31202,8.0755395771e+20
31203,5.13420365945e+21
31204,7.87145283707e+20
31205,1.10471262005e+21
31206,8.85750613178e+20
31207,8.07565879724e+20
31208,3.27578549449e+21
31209,8.07565879724e+20
31210,1.10471262513e+21
31211,4.68230585243e+21
31212,1.10471262513e+21
31213,1.1511084689e+21
31214,5.19511437606e+21
31215,6.46361120147e+20
31216,6.69137514094e+20
31217,6.5390294955e+20
31218,1.14526829082e+21
31219,2.01087778044e+20
31220,6.3066400589e+21
31221,6.46361185664e+20
31222,3.70243886624e+21
31223,5.19511437606e+21
31224,3.54609020448e+21
31225,2.63651046818e+21
31226,5.13420365945e+21
31227,5.19511437606e+21
31228,5.7418781618e+21
31229,2.28703467621e+22
31230,3.23149707613e+21
31231,6.45804963283e+20
31232,5.12916571791e+21
31233,5.19511437606e+21
31234,7.05905872836e+21
31235,6.46361120147e+20
31236,6.03235931709e+21
31237,2.89476756375e+21
31238,5.19511437606e+21
31239,5.68458733931e+21
31240,7.85374598899e+21
31241,5.19511437606e+21
31242,6.57283583705e+20
31243,6.46351079145e+20
31244,6.5390294955e+20
31245,3.06623732839e+21
31246,7.96792542325e+21
31247,6.46413910188e+20
31248,1.11669604317e+22
31249,5.19511437606e+21
31250,5.13419342342e+21
31251,6.5390294955e+20
31252,5.13420365945e+21
31253,6.48104921002e+21
31254,9.09528305922e+21
31255,6.01868841619e+21
31256,6.01327715229e+21
31257,6.46332723789e+20
31258,1.562749758e+22
31259,5.87478635744e+21
31260,4.98274069679e+21
31261,5.87478635744e+21
31262,6.69137514094e+20
31263,6.69116716645e+20
31264,6.46351779537e+20
31265,9.03932825644e+21
31266,5.65663134867e+21
31267,6.4636202065e+20
31268,6.69137514094e+20
31269,3.37917943332e+21
31270,6.45815204396e+20
31271,6.46159435008e+20
31272,1.09493777162e+22
31273,6.62928130874e+21
31274,4.51931235362e+21
31275,3.93371385067e+21
31276,6.25971771196e+21
31277,8.34724847823e+21
31278,7.5629059184e+21
31279,3.98205749311e+21
31280,8.61403058514e+21
31281,6.5390294955e+20
31282,5.19511437606e+21
31283,5.13420365945e+21
31284,3.77487597096e+21
31285,1.00385551854e+20
31286,4.77356963277e+21
31287,5.19511437606e+21
31288,8.0681763869e+20
31289,6.31053400772e+22
31290,1.10470238909e+21
31291,3.37765281485e+21
31292,7.87145283707e+20
31293,6.5390294955e+20
31294,6.46350884114e+20
31295,3.25981486197e+21
31296,5.19511438114e+21
31297,1.16054427562e+22
31298,1.65587111657e+21
31299,5.19511437606e+21
31300,6.40257711729e+21
31301,6.69137514094e+20
31302,9.09533117786e+21
31303,4.81143967812e+21
31304,6.57273342593e+20
31305,5.59217103091e+22
31306,1.65587111657e+21
31307,8.07555633531e+20
31308,5.83131600364e+21
31309,4.8065973118e+21
31310,9.50279216707e+21
31311,3.66302176467e+21
31312,1.02935380102e+22
31313,1.34656674663e+21
31314,5.19511437606e+21
31315,5.19511437606e+21
31316,1.43446734551e+21
31317,7.96610935965e+21
31318,9.02389586809e+21
31319,5.19511437606e+21
31320,5.47314496291e+21
31321,6.46351779537e+20
31322,2.28703569981e+22
31323,1.82206049304e+21
31324,8.11598477467e+20
31325,7.0968500744e+21
31326,8.91727376334e+21
31327,3.46653798365e+21
31328,7.455122921e+21
31329,6.46361212361e+20
31330,3.12867891184e+21
31331,6.57248650744e+20
31332,4.76381394315e+21
31333,3.90060878068e+21
31334,6.69137514094e+20
31335,1.46615873037e+22
31336,2.4806635482e+21
31337,8.97762072664e+21
31338,4.63523130081e+21
31339,4.76850803472e+21
31340,6.78604794105e+21
31341,5.19511437606e+21
31342,6.31051491437e+22
31343,6.46361120147e+20
31344,5.24088323613e+21
31345,1.65587111657e+21
31346,6.46342964901e+20
31347,5.95108259625e+21
31348,1.15576118813e+21
31349,1.21008493085e+21
31350,1.65587111657e+21
31351,2.15066137551e+21
31352,2.96026231529e+21
31353,8.34905710105e+20
31354,5.71951154926e+21
31355,4.96815703339e+20
31356,5.13419341834e+21
31357,6.53898862465e+20
31358,3.00134363275e+20
31359,9.09551583889e+21
31360,5.23454460589e+21
31361,3.33407530032e+21
31362,5.19511437606e+21
31363,6.46365667805e+20
31364,1.65544333938e+21
31365,6.46361120147e+20
31366,3.25719600852e+21
31367,6.41243248065e+21
31368,7.28214768709e+21
31369,6.46351089305e+20
31370,3.54647341209e+21
31371,4.83048189822e+21
31372,6.46969720496e+20
31373,3.91865728005e+21
31374,4.72516158338e+21
31375,3.54515520533e+21
31376,5.19511437606e+21
31377,6.55641933907e+21
31378,3.3764858352e+21
31379,1.61641055226e+22
31380,5.20233119686e+21
31381,2.46048336384e+21
31382,7.09385679351e+21
31383,3.38766653696e+21
31384,6.41156824167e+21
31385,1.19029682856e+22
31386,7.49497091057e+21
31387,4.21306221731e+21
31388,1.65587111657e+21
31389,9.09540432113e+21
31390,5.84921755076e+21
31391,6.46342964901e+20
31392,1.35299364833e+22
31393,6.44886104927e+21
31394,2.8173030829e+21
31395,1.6555605932e+21
31396,3.71990946517e+21
31397,2.10968581196e+21
31398,2.28703467621e+22
31399,3.92851711962e+21
31400,2.2870346757e+22
31401,7.0612516253e+21
31402,1.03759052425e+22
31403,6.5390294955e+20
31404,7.77408412313e+21
31405,2.28703467621e+22
31406,2.28703569981e+22
31407,6.46350879034e+20
31408,5.13420365945e+21
31409,2.22961485393e+20
31410,3.91950238335e+21
31411,2.66407659518e+21
31412,5.82990907534e+20
31413,6.0149153744e+21
31414,1.65764395731e+21
31415,7.70981520964e+21
31416,7.34205660108e+21
31417,4.49019830479e+21
31418,2.89386614576e+21
31419,1.01868287516e+22
31420,2.21335213374e+21
31421,1.44945363042e+22
31422,5.93288461131e+21
31423,6.53892708437e+20
31424,3.46950359458e+22
31425,6.34282554013e+21
31426,5.96679448511e+21
31427,5.09482666717e+20
31428,7.15854098347e+21
31429,1.07153290786e+22
31430,6.46361120147e+20
31431,6.46361120147e+20
31432,1.42133792599e+21
31433,8.46482172537e+21
31434,6.46361120147e+20
31435,4.77756517975e+21
31436,5.19511438114e+21
31437,5.19511437606e+21
31438,1.9770952987e+21
31439,2.28703569931e+22
31440,6.07058703205e+21
31441,6.06714982987e+21
31442,8.0681763869e+20
31443,1.76457924803e+22
31444,3.40184462519e+21
31445,9.66556192714e+21
31446,2.71305083658e+21
31447,5.18057602819e+22
31448,4.37275250868e+21
31449,7.36235823613e+21
31450,3.24878796454e+21
31451,3.47499696363e+21
31452,3.98205749311e+21
31453,2.28703467621e+22
31454,3.2899142434e+21
31455,3.34730432494e+21
31456,6.5390294955e+20
31457,1.65774952759e+21
31458,3.25980461578e+21
31459,1.47403166989e+22
31460,6.5390294955e+20
31461,6.31052348906e+22
31462,7.87145283707e+20
31463,6.46361212361e+20
31464,1.12125715349e+22
31465,4.72963086515e+21
31466,1.42295644864e+22
31467,6.4636202065e+20
31468,4.8214294783e+22
31469,6.5390294955e+20
31470,6.46336291464e+20
31471,7.4949811466e+21
31472,3.00144599307e+20
31473,3.75342651314e+21
31474,3.00144599307e+20
31475,4.99966088595e+21
31476,4.86466779324e+21
31477,1.06263597509e+22
31478,5.43501014434e+21
31479,6.42163023071e+21
31480,5.74604652035e+21
31481,4.77373951313e+21
31482,6.97652266125e+21
31483,1.31708893181e+22
31484,3.23150731216e+21
31485,2.01109584255e+20
31486,1.65588135768e+21
31487,7.56477026124e+21
31488,8.15189371643e+21
31489,2.08317207699e+21
31490,2.28703569981e+22
31491,3.37097876079e+21
31492,3.12649576112e+21
31493,7.51352038126e+21
31494,4.46336737573e+21
31495,4.72973327508e+21
31496,5.3368234065e+22
31497,3.38804527419e+20
31498,2.28703569931e+22
31499,3.37757807494e+21
31500,5.21831729527e+22
31501,2.3925687339e+21
31502,6.97425941035e+21
31503,3.2305901284e+21
31504,1.31704080066e+22
31505,1.88170788697e+22
31506,2.89514649555e+21
31507,9.24466286915e+21
31508,8.0755396787e+20
31509,2.71297852396e+21
31510,4.21306245607e+21
31511,6.53892708437e+20
31512,8.07975854818e+20
31513,4.27630262452e+21
31514,1.28796932385e+22
31515,3.00144599307e+20
31516,1.71970500267e+22
31517,2.17023913766e+21
31518,3.30063360012e+21
31519,4.77595176562e+21
31520,1.95167597353e+22
31521,8.74663127955e+20
31522,8.06815945344e+20
31523,6.41424968607e+21
31524,5.19512085415e+21
31525,6.73382338466e+20
31526,6.69127278061e+20
31527,9.09515246235e+21
31528,6.01672165256e+21
31529,3.54647340193e+21
31530,8.04354258047e+21
31531,5.2654855753e+21
31532,6.69137514094e+20
31533,7.65788890256e+21
31534,6.13835018038e+21
31535,2.49486833247e+21
31536,4.36527341953e+21
31537,5.13420365945e+21
31538,6.46361325338e+20
31539,1.65587111657e+21
31540,5.19511437606e+21
31541,3.00144599307e+20
31542,4.77357835233e+21
31543,6.46361120147e+20
31544,6.5390294955e+20
31545,3.54504015882e+21
31546,5.19511437606e+21
31547,3.09707312575e+21
31548,1.51142405834e+22
31549,5.13420365945e+21
